,loss,mean_squared_error,val_loss,val_mean_squared_error,lr
0,0.2758038341999054,0.2758038341999054,0.212758406996727,0.212758406996727,1e-06
1,0.1819266378879547,0.1819266378879547,0.10365048795938492,0.10365048795938492,3.43e-05
2,0.08001510798931122,0.08001510798931122,0.009760862216353416,0.009760862216353416,6.76e-05
3,0.038092609494924545,0.038092609494924545,0.014148365706205368,0.014148365706205368,0.0001009
4,0.031802672892808914,0.031802672892808914,0.01066714245826006,0.01066714245826006,0.0001342
5,0.02720077522099018,0.02720077522099018,0.008253602311015129,0.008253602311015129,0.0001675
6,0.025447428226470947,0.025447426363825798,0.010593578219413757,0.010593578219413757,0.0002008
7,0.02561340108513832,0.02561340108513832,0.006559174973517656,0.006559174973517656,0.0002341
8,0.025248944759368896,0.025248944759368896,0.005925371777266264,0.005925371777266264,0.0002674
9,0.01842600293457508,0.01842600293457508,0.004701299127191305,0.004701299127191305,0.0003007
10,0.01839780993759632,0.01839780993759632,0.004280440509319305,0.004280440509319305,0.000334
11,0.014229271560907364,0.014229271560907364,0.003928856458514929,0.003928856458514929,0.0003673
12,0.013315287418663502,0.013315288349986076,0.003297411138191819,0.003297411138191819,0.0004006
13,0.013036591000854969,0.013036591000854969,0.004660509526729584,0.004660509526729584,0.0004339
14,0.012523566372692585,0.012523566372692585,0.0025160028599202633,0.0025160028599202633,0.0004672
15,0.009528431110084057,0.009528431110084057,0.0027908894699066877,0.0027908894699066877,0.0005005
16,0.00913693755865097,0.00913693755865097,0.0025282755959779024,0.0025282755959779024,0.0005338
17,0.008435055613517761,0.008435055613517761,0.0018536698771640658,0.0018536698771640658,0.0005671
18,0.007749801501631737,0.007749801501631737,0.0018679697532206774,0.0018679697532206774,0.0006004
19,0.007413642946630716,0.007413642946630716,0.0018774747150018811,0.0018774747150018811,0.0006337
20,0.007561421021819115,0.007561421021819115,0.0015670270659029484,0.0015670270659029484,0.000667
21,0.007243248168379068,0.007243248168379068,0.0026856542099267244,0.0026856542099267244,0.0007003
22,0.007102552335709333,0.007102552335709333,0.0019627681467682123,0.0019627681467682123,0.0007336
23,0.007187982555478811,0.007187982555478811,0.0013180234236642718,0.0013180234236642718,0.0007669
24,0.006402640137821436,0.006402639672160149,0.001264162128791213,0.001264162128791213,0.0008002
25,0.006450524553656578,0.006450524553656578,0.0016311054350808263,0.0016311054350808263,0.0008335
26,0.005886219907552004,0.005886219907552004,0.0013557669008150697,0.0013557670172303915,0.0008668
27,0.0048236604779958725,0.0048236604779958725,0.001163990469649434,0.001163990469649434,0.0009001
28,0.005325703881680965,0.005325703881680965,0.0013863504864275455,0.0013863504864275455,0.0009334
29,0.006487704813480377,0.006487704813480377,0.001699406304396689,0.001699406304396689,0.0009667
30,0.005506272427737713,0.005506272427737713,0.0014535454101860523,0.0014535454101860523,0.001
31,0.005040036514401436,0.005040036514401436,0.0010048169642686844,0.0010048169642686844,0.0009905
32,0.004525832366198301,0.004525832366198301,0.0010212031193077564,0.0010212031193077564,0.000981
33,0.004626021720468998,0.004626021720468998,0.0016326326876878738,0.0016326326876878738,0.0009715
34,0.004643234424293041,0.004643234424293041,0.0013567773858085275,0.0013567773858085275,0.000962
35,0.004282441921532154,0.004282441921532154,0.0008874012855812907,0.0008874012855812907,0.0009525
36,0.0041215140372514725,0.0041215140372514725,0.0008366936817765236,0.0008366936817765236,0.000943
37,0.003943770192563534,0.003943770192563534,0.001058751018717885,0.001058751018717885,0.0009335
38,0.00361084146425128,0.00361084146425128,0.0008627512725070119,0.0008627513307146728,0.000924
39,0.0041205743327736855,0.0041205743327736855,0.0014933488564565778,0.0014933488564565778,0.0009145
40,0.003949380945414305,0.003949380945414305,0.0008525600424036384,0.0008525600424036384,0.000905
41,0.0033665134105831385,0.0033665134105831385,0.00088719796622172,0.00088719796622172,0.0008955
42,0.0034255743958055973,0.0034255743958055973,0.000938264827709645,0.000938264827709645,0.000886
43,0.0035002860240638256,0.0035002860240638256,0.0008851952152326703,0.0008851952152326703,0.0008765
44,0.002833226229995489,0.002833226229995489,0.001035513007082045,0.001035513007082045,0.000867
45,0.003199846250936389,0.003199846250936389,0.0012145352084189653,0.0012145352084189653,0.0008575
46,0.003487953217700124,0.003487953217700124,0.0007946995901875198,0.0007946995901875198,0.000848
47,0.003086392767727375,0.003086392767727375,0.0011358944466337562,0.0011358944466337562,0.0008385
48,0.002667192369699478,0.002667192369699478,0.0007988096913322806,0.0007988096913322806,0.000829
49,0.0028092681895941496,0.0028092681895941496,0.0007612478220835328,0.0007612478220835328,0.0008195
