,loss,mean_squared_error,val_loss,val_mean_squared_error,lr
0,0.981403112411499,0.9814029932022095,1.0697835683822632,1.0697835683822632,1e-06
1,0.6321929097175598,0.632192850112915,0.45195770263671875,0.45195770263671875,3.43e-05
2,0.27639010548591614,0.27639010548591614,0.24759553372859955,0.24759553372859955,6.76e-05
3,0.21030592918395996,0.21030592918395996,0.2090941220521927,0.2090941220521927,0.0001009
4,0.1662886142730713,0.1662886142730713,0.15022538602352142,0.15022538602352142,0.0001342
5,0.09896808862686157,0.09896808862686157,0.018533149734139442,0.018533149734139442,0.0001675
6,0.03887730836868286,0.03887730836868286,0.00815531238913536,0.00815531238913536,0.0002008
7,0.0353294275701046,0.0353294275701046,0.0051171304658055305,0.0051171304658055305,0.0002341
8,0.028148742392659187,0.028148742392659187,0.008357550017535686,0.008357550017535686,0.0002674
9,0.03266795724630356,0.03266795724630356,0.008227046579122543,0.008227046579122543,0.0003007
10,0.028050454333424568,0.028050454333424568,0.005827738903462887,0.005827738903462887,0.000334
11,0.023699086159467697,0.023699086159467697,0.007277030032128096,0.00727703096345067,0.0003673
12,0.023462889716029167,0.023462887853384018,0.004100121092051268,0.004100121092051268,0.0004006
13,0.023966645821928978,0.023966645821928978,0.0034946086816489697,0.0034946086816489697,0.0004339
14,0.025003377348184586,0.025003377348184586,0.003979015164077282,0.003979015164077282,0.0004672
15,0.024804318323731422,0.024804318323731422,0.003981399349868298,0.003981399349868298,0.0005005
16,0.022149687632918358,0.022149687632918358,0.003816920332610607,0.003816920332610607,0.0005338
17,0.01710483804345131,0.01710483804345131,0.0031801345758140087,0.0031801345758140087,0.0005671
18,0.017967382445931435,0.017967382445931435,0.0025955215096473694,0.0025955215096473694,0.0006004
19,0.01876586489379406,0.01876586489379406,0.004556549713015556,0.004556549713015556,0.0006337
20,0.01872950978577137,0.01872950978577137,0.002795559586957097,0.002795559586957097,0.000667
21,0.018235037103295326,0.018235035240650177,0.003577978117391467,0.003577978117391467,0.0007003
22,0.017179876565933228,0.017179876565933228,0.002743760123848915,0.002743760123848915,0.0007336
23,0.01570192165672779,0.01570192165672779,0.0034789827186614275,0.0034789827186614275,0.0007669
24,0.016606098040938377,0.016606098040938377,0.00281768711283803,0.00281768711283803,0.0008002
25,0.014786945655941963,0.014786945655941963,0.0022485924419015646,0.0022485924419015646,0.0008335
26,0.013534988276660442,0.013534988276660442,0.003240253310650587,0.003240253310650587,0.0008668
27,0.013958616182208061,0.013958616182208061,0.002576858038082719,0.002576858038082719,0.0009001
28,0.012720795348286629,0.012720795348286629,0.0023044832050800323,0.0023044832050800323,0.0009334
29,0.011323781684041023,0.011323781684041023,0.0024514487013220787,0.0024514487013220787,0.0009667
30,0.010779034346342087,0.010779034346342087,0.002103234175592661,0.002103234175592661,0.001
31,0.009700078517198563,0.009700078517198563,0.0025053403805941343,0.0025053403805941343,0.0009905
32,0.010333335027098656,0.010333335027098656,0.002857654122635722,0.002857654122635722,0.000981
33,0.00956847332417965,0.00956847332417965,0.0023945574648678303,0.0023945572320371866,0.0009715
34,0.009709779173135757,0.009709779173135757,0.002311273943632841,0.002311273943632841,0.000962
35,0.009042100980877876,0.009042100980877876,0.0025396570563316345,0.0025396570563316345,0.0009525
36,0.008586620911955833,0.008586620911955833,0.0021914131939411163,0.0021914131939411163,0.000943
37,0.006192169152200222,0.006192169152200222,0.002063170075416565,0.002063170075416565,0.0009335
38,0.0068861618638038635,0.0068861618638038635,0.0022442087065428495,0.0022442087065428495,0.000924
39,0.006939393002539873,0.006939393002539873,0.0021469027269631624,0.0021469027269631624,0.0009145
40,0.006086476147174835,0.006086476147174835,0.0017628275090828538,0.001762827392667532,0.000905
41,0.007489350624382496,0.007489350624382496,0.0016105867689475417,0.0016105867689475417,0.0008955
42,0.006093153730034828,0.006093153730034828,0.0018075433326885104,0.0018075433326885104,0.000886
43,0.006049288436770439,0.006049288436770439,0.001589401625096798,0.001589401625096798,0.0008765
44,0.006041996646672487,0.006041996646672487,0.001578261610120535,0.001578261610120535,0.000867
45,0.005685124080628157,0.005685124080628157,0.0016085151582956314,0.0016085151582956314,0.0008575
46,0.00576137425377965,0.00576137425377965,0.0015469447243958712,0.0015469447243958712,0.000848
47,0.0053050159476697445,0.0053050159476697445,0.0015276746125891805,0.0015276746125891805,0.0008385
48,0.005042848642915487,0.005042848642915487,0.0015440863789990544,0.0015440863789990544,0.000829
49,0.00432583736255765,0.00432583736255765,0.0018064563628286123,0.0018064563628286123,0.0008195
